Rainfall_mm,Avg_Temp_C,Garbage_Complaints,Waterlogging_Complaints,Month,Quarter,DayOfYear,Month_sin,Month_cos,Is_Monsoon,Is_Summer,Is_Winter,Rainfall_Lag1,Rainfall_Lag2,Rainfall_Lag3,Temp_Lag1,Temp_Lag2,Cases_Lag1,Cases_Lag2,Cases_Lag3,Garbage_Lag1,Waterlog_Lag1,Rainfall_roll3_mean,Rainfall_roll7_mean,Cases_roll3_mean,Cases_roll7_mean,Temp_roll3_mean,Rainfall_roll3_std,Cases_roll3_std,Rainfall_roll7_max,Rainfall_roll7_min,Ward_Garbage_mean,Ward_Waterlog_mean,Ward_Cases_mean,Ward_Rainfall_mean,Dengue_Cases,Ward_ID
61.9,33.0,9,7,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,11.2,8.3,12.4,32.8,35.1,13.0,8.0,28.0,27.0,1.0,27.133333333333336,22.442857142857143,9.0,22.285714285714285,33.63333333333333,30.1437113397359,3.605551275464093,61.9,5.6,35.0,12.222222222222221,42.416666666666664,74.54166666666667,6,112
122.8,29.9,34,20,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,61.9,11.2,8.3,33.0,32.8,6.0,13.0,8.0,9.0,7.0,65.3,34.42857142857143,25.666666666666668,22.142857142857142,31.900000000000002,55.87763416609541,28.219378684395835,122.8,5.6,35.0,12.222222222222221,42.416666666666664,74.54166666666667,58,112
132.8,29.5,20,18,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,122.8,61.9,11.2,29.9,33.0,58.0,6.0,13.0,34.0,20.0,105.83333333333333,52.60000000000001,39.666666666666664,26.142857142857142,30.8,38.3745141120162,29.194748386196682,132.8,8.3,35.0,12.222222222222221,42.416666666666664,74.54166666666667,55,112
178.9,26.3,26,28,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,132.8,122.8,61.9,29.5,29.9,55.0,58.0,6.0,20.0,18.0,144.83333333333334,75.47142857142856,58.333333333333336,32.857142857142854,28.566666666666666,29.923290817243586,3.51188458428426,178.9,8.3,35.0,12.222222222222221,42.416666666666664,74.54166666666667,62,112
170.0,26.9,9,18,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,178.9,132.8,122.8,26.3,29.5,62.0,55.0,58.0,26.0,28.0,160.56666666666666,97.9857142857143,55.666666666666664,36.0,27.566666666666666,24.45492452111303,6.0277137733417145,178.9,8.3,35.0,12.222222222222221,42.416666666666664,74.54166666666667,50,112
41.1,25.6,39,6,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,170.0,178.9,132.8,26.9,26.3,50.0,62.0,55.0,9.0,18.0,130.0,102.67142857142858,56.666666666666664,43.142857142857146,26.26666666666667,77.11815609828854,6.110100926607794,178.9,11.2,35.0,12.222222222222221,42.416666666666664,74.54166666666667,58,112
50.8,26.6,22,6,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,41.1,170.0,178.9,25.6,26.9,58.0,50.0,62.0,39.0,6.0,87.3,108.32857142857144,42.333333333333336,44.0,26.36666666666667,71.78432976632149,20.599352740640505,178.9,41.1,35.0,12.222222222222221,42.416666666666664,74.54166666666667,19,112
8.9,22.3,43,3,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,50.8,41.1,170.0,26.6,25.6,19.0,58.0,50.0,22.0,6.0,33.59999999999999,100.75714285714287,35.0,47.142857142857146,24.833333333333332,21.933763926877223,20.42057785666214,178.9,8.9,35.0,12.222222222222221,42.416666666666664,74.54166666666667,28,112
3.3,18.9,60,9,1,1,1,0.49999999999999994,0.8660254037844387,0,0,1,8.9,50.8,41.1,22.3,26.6,28.0,19.0,58.0,43.0,3.0,20.99999999999999,83.68571428571428,27.0,43.714285714285715,22.600000000000005,25.95900614430333,7.549834435270757,178.9,3.3,35.0,12.222222222222221,42.416666666666664,74.54166666666667,34,112
14.2,19.3,32,13,2,1,32,0.8660254037844386,0.5000000000000001,0,0,1,3.3,8.9,50.8,18.9,22.3,34.0,28.0,19.0,60.0,9.0,8.79999999999999,66.74285714285715,30.0,39.857142857142854,20.166666666666668,5.450688029962444,3.464101615137771,178.9,3.3,35.0,12.222222222222221,42.416666666666664,74.54166666666667,28,112
5.9,36.2,61,5,3,1,60,1.0,6.123233995736766e-17,0,1,0,14.2,3.3,8.9,19.3,18.9,28.0,34.0,28.0,32.0,13.0,7.79999999999999,42.02857142857143,32.0,35.857142857142854,24.8,5.692978130993977,3.464101615137771,170.0,3.3,35.0,12.222222222222221,42.416666666666664,74.54166666666667,34,112
5.9,35.1,10,8,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,5.9,14.2,3.3,36.2,19.3,34.0,28.0,34.0,61.0,5.0,8.666666666666657,18.58571428571429,21.666666666666668,29.142857142857142,30.200000000000003,4.792007234271373,16.44181660685137,50.8,3.3,35.0,12.222222222222221,42.416666666666664,74.54166666666667,3,112
125.2,34.5,62,20,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,5.9,5.9,14.2,35.1,36.2,3.0,34.0,28.0,10.0,8.0,45.66666666666666,30.600000000000005,29.0,28.0,35.26666666666667,68.87788711432235,23.895606290697042,125.2,3.3,35.0,12.222222222222221,42.416666666666664,74.54166666666667,50,112
102.7,27.5,13,14,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,125.2,5.9,5.9,34.5,35.1,50.0,3.0,34.0,62.0,20.0,77.93333333333332,38.01428571428572,31.666666666666668,31.285714285714285,32.36666666666667,63.38898432167322,25.146238950056397,125.2,3.3,35.0,12.222222222222221,42.416666666666664,74.54166666666667,42,112
176.7,25.1,53,28,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,102.7,125.2,5.9,27.5,34.5,42.0,50.0,3.0,13.0,14.0,134.86666666666665,61.98571428571429,57.0,38.57142857142857,29.033333333333335,37.93525185540927,19.46792233393179,176.7,3.3,35.0,12.222222222222221,42.416666666666664,74.54166666666667,79,112
197.0,23.2,64,23,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,176.7,102.7,125.2,25.1,27.5,79.0,42.0,50.0,53.0,28.0,158.79999999999998,89.65714285714286,66.33333333333333,44.857142857142854,25.26666666666667,49.63295276326,21.079215671683173,197.0,5.9,35.0,12.222222222222221,42.416666666666664,74.54166666666667,78,112
139.2,27.4,23,19,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,197.0,176.7,102.7,23.2,25.1,78.0,79.0,42.0,64.0,23.0,170.96666666666667,107.5142857142857,75.66666666666667,50.857142857142854,25.233333333333334,29.323426357322774,4.932882862316273,197.0,5.9,35.0,12.222222222222221,42.416666666666664,74.54166666666667,70,112
71.3,25.0,34,15,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,139.2,197.0,176.7,27.4,23.2,70.0,78.0,79.0,23.0,19.0,135.83333333333331,116.85714285714286,69.33333333333333,54.57142857142857,25.200000000000003,62.917591604680275,9.018499505645801,197.0,5.9,35.0,12.222222222222221,42.416666666666664,74.54166666666667,60,112
114.7,21.6,18,19,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,71.3,139.2,197.0,25.0,27.4,60.0,70.0,78.0,34.0,15.0,108.39999999999998,132.4,54.0,58.714285714285715,24.666666666666668,34.38560745428239,19.697715603592215,197.0,71.3,35.0,12.222222222222221,42.416666666666664,74.54166666666667,32,112
6.1,22.0,47,3,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,114.7,71.3,139.2,21.6,25.0,32.0,60.0,70.0,18.0,19.0,64.03333333333332,115.38571428571427,44.0,57.285714285714285,22.86666666666667,54.663455190221335,14.422205101855964,197.0,6.1,35.0,12.222222222222221,42.416666666666664,74.54166666666667,40,112
22.4,32.3,39,4,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,12.7,12.3,9.6,38.3,20.7,20.0,4.0,16.0,27.0,1.0,15.799999999999999,14.25,16.333333333333332,16.25,30.433333333333334,5.7192656871315215,10.96965511460289,22.4,9.6,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,25,113
98.4,32.7,34,18,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,22.4,12.7,12.3,32.3,38.3,25.0,20.0,4.0,39.0,4.0,44.5,31.080000000000002,22.333333333333332,17.4,34.43333333333333,46.93005433621402,2.516611478423586,98.4,9.6,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,22,113
122.8,28.7,35,23,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,98.4,22.4,12.7,32.7,32.3,22.0,25.0,20.0,34.0,18.0,81.2,46.36666666666667,38.333333333333336,25.833333333333332,31.233333333333334,52.36334595879068,25.73583752927682,122.8,9.6,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,68,113
164.0,30.4,50,24,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,122.8,98.4,22.4,28.7,32.7,68.0,22.0,25.0,35.0,23.0,128.4,63.17142857142857,48.666666666666664,30.142857142857142,30.599999999999998,33.156598136720824,23.860706890897706,164.0,9.6,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,56,113
197.4,24.8,10,29,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,164.0,122.8,98.4,30.4,28.7,56.0,68.0,22.0,50.0,24.0,161.39999999999998,90.0,62.0,36.714285714285715,27.96666666666667,37.3679006635374,6.0,197.4,12.3,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,62,113
212.4,22.9,51,24,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,197.4,164.0,122.8,24.8,30.4,62.0,56.0,68.0,10.0,29.0,191.26666666666665,118.58571428571429,64.0,46.714285714285715,26.03333333333333,24.776063717494175,9.16515138991168,212.4,12.7,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,74,113
99.3,28.7,38,13,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,212.4,197.4,164.0,22.9,24.8,74.0,62.0,56.0,51.0,24.0,169.70000000000002,130.95714285714286,70.33333333333333,54.57142857142857,25.46666666666667,61.42776245314491,7.234178138070236,212.4,22.4,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,75,113
90.0,25.8,15,17,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,99.3,212.4,197.4,28.7,22.9,75.0,74.0,62.0,38.0,13.0,133.9,140.6142857142857,63.333333333333336,56.857142857142854,25.8,68.14183736882944,19.34769581457527,212.4,90.0,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,41,113
8.1,19.6,13,1,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,90.0,99.3,212.4,25.8,28.7,41.0,75.0,74.0,15.0,17.0,65.8,127.71428571428571,46.666666666666664,57.142857142857146,24.7,50.18555569085593,25.967928938083098,212.4,8.1,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,24,113
12.3,18.3,23,6,1,1,1,0.49999999999999994,0.8660254037844387,0,0,1,8.1,90.0,99.3,19.6,25.8,24.0,41.0,75.0,13.0,1.0,36.800000000000004,111.92857142857143,28.333333333333332,50.285714285714285,21.233333333333334,46.120385948081584,11.150485789118493,212.4,8.1,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,20,113
5.6,23.5,9,4,2,1,32,0.8660254037844386,0.5000000000000001,0,0,1,12.3,8.1,90.0,18.3,19.6,20.0,24.0,41.0,23.0,6.0,8.666666666666666,89.29999999999998,16.0,42.857142857142854,20.46666666666667,3.385754470326303,10.583005244258366,212.4,5.6,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,4,113
9.4,32.2,9,5,3,1,60,1.0,6.123233995736766e-17,0,1,0,5.6,12.3,8.1,23.5,18.3,4.0,20.0,24.0,9.0,4.0,9.1,62.442857142857136,10.0,34.857142857142854,24.666666666666668,3.360059523282469,8.717797887081353,212.4,5.6,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,6,113
10.3,32.1,54,8,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,9.4,5.6,12.3,32.2,23.5,6.0,4.0,20.0,9.0,5.0,8.433333333333334,33.57142857142857,16.333333333333332,29.857142857142858,29.26666666666667,2.494660965609263,19.65536398374076,99.3,5.6,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,39,113
109.2,33.7,56,19,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,10.3,9.4,5.6,32.1,32.2,39.0,6.0,4.0,54.0,8.0,42.96666666666667,34.98571428571428,28.0,24.714285714285715,32.66666666666667,57.361514391910326,19.05255888325765,109.2,5.6,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,39,113
136.0,29.6,21,13,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,109.2,10.3,9.4,33.7,32.1,39.0,39.0,6.0,56.0,19.0,85.16666666666667,41.55714285714286,39.666666666666664,24.714285714285715,31.8,66.2066713657569,1.1547005383792526,136.0,5.6,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,41,113
173.1,26.3,56,23,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,136.0,109.2,10.3,29.6,33.7,41.0,39.0,39.0,21.0,13.0,139.4333333333333,65.12857142857142,53.333333333333336,32.714285714285715,29.86666666666667,32.08805592947839,23.115651263447745,173.1,5.6,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,80,113
217.3,28.5,17,28,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,173.1,136.0,109.2,26.3,29.6,80.0,41.0,39.0,56.0,23.0,175.46666666666667,94.41428571428571,61.0,38.714285714285715,28.133333333333336,40.701637968678035,19.519221295943133,217.3,5.6,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,62,113
185.3,27.4,32,26,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,217.3,173.1,136.0,28.5,26.3,62.0,80.0,41.0,17.0,28.0,191.9,120.08571428571429,75.0,50.0,27.400000000000002,22.827176785577322,11.357816691600542,217.3,9.4,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,83,113
59.3,26.2,47,13,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,185.3,217.3,173.1,27.4,28.5,83.0,62.0,80.0,32.0,26.0,153.96666666666667,127.21428571428571,73.66666666666667,60.0,27.36666666666667,83.53043357563358,10.69267662156362,217.3,10.3,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,76,113
81.6,31.3,27,15,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,59.3,185.3,217.3,26.2,27.4,76.0,83.0,62.0,47.0,13.0,108.73333333333333,137.4,65.66666666666667,59.857142857142854,28.3,67.23959646914408,24.214320831552005,217.3,59.3,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,38,113
12.4,20.8,52,3,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,81.6,59.3,185.3,31.3,26.2,38.0,76.0,83.0,27.0,15.0,51.099999999999994,123.57142857142857,51.0,59.857142857142854,26.100000000000005,35.321240068831045,21.65640782770772,217.3,12.4,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,39,113
8.2,17.8,56,4,1,1,1,0.49999999999999994,0.8660254037844387,0,0,1,12.4,81.6,59.3,20.8,31.3,39.0,38.0,76.0,52.0,3.0,34.06666666666666,105.31428571428572,34.666666666666664,57.857142857142854,23.3,41.21860421379317,6.658328118479445,217.3,8.2,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,27,113
12.5,18.7,16,2,2,1,32,0.8660254037844386,0.5000000000000001,0,0,1,8.2,12.4,81.6,17.8,20.8,27.0,39.0,38.0,56.0,4.0,11.033333333333333,82.37142857142858,25.333333333333332,47.857142857142854,19.100000000000005,2.4542480178921022,14.57166199626296,217.3,8.2,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,10,113
10.9,35.8,9,7,3,1,60,1.0,6.123233995736766e-17,0,1,0,12.5,8.2,12.4,18.7,17.8,10.0,27.0,39.0,16.0,2.0,10.533333333333333,52.88571428571429,15.666666666666666,40.42857142857143,24.100000000000005,2.1733231083590145,9.8149545762237,185.3,8.2,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,10,113
6.3,36.3,34,8,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,10.9,12.5,8.2,35.8,18.7,10.0,10.0,27.0,9.0,7.0,9.9,27.314285714285713,13.666666666666666,31.571428571428573,30.26666666666667,3.218695387885272,6.3508529610858835,81.6,6.3,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,21,113
92.8,37.4,51,18,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,6.3,10.9,12.5,36.3,35.8,21.0,10.0,10.0,34.0,8.0,36.666666666666664,32.1,24.333333333333332,26.714285714285715,36.5,48.6672716857369,16.258331197676263,92.8,6.3,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,42,113
183.0,28.9,15,23,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,92.8,6.3,10.9,37.4,36.3,42.0,21.0,10.0,51.0,18.0,94.03333333333335,46.58571428571429,34.666666666666664,27.142857142857142,34.199999999999996,88.35645609310805,11.84623709594457,183.0,6.3,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,41,113
156.1,26.5,47,16,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,183.0,92.8,6.3,28.9,37.4,41.0,42.0,21.0,15.0,23.0,143.96666666666667,67.11428571428571,50.0,31.142857142857142,30.933333333333337,46.30791868928395,14.730919862656224,183.0,6.3,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,67,113
163.1,27.2,15,22,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,156.1,183.0,92.8,26.5,28.9,67.0,41.0,42.0,47.0,16.0,167.4,89.24285714285715,55.333333333333336,35.57142857142857,27.533333333333335,13.956002292920493,13.203534880225556,183.0,6.3,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,58,113
205.2,25.6,53,21,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,163.1,156.1,183.0,27.2,26.5,58.0,67.0,41.0,15.0,22.0,174.79999999999998,116.77142857142857,67.33333333333333,45.142857142857146,26.433333333333337,26.5588026838561,9.504384952922127,205.2,6.3,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,77,113
98.3,25.0,31,16,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,205.2,163.1,156.1,25.6,27.2,77.0,58.0,67.0,53.0,21.0,155.53333333333333,129.25714285714284,71.33333333333333,55.0,25.933333333333337,53.850193438216486,11.590225767142435,205.2,6.3,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,79,113
79.2,31.5,53,9,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,98.3,205.2,163.1,25.0,25.6,79.0,77.0,58.0,31.0,16.0,127.56666666666668,139.67142857142855,69.0,59.285714285714285,27.36666666666667,67.90731428449612,15.620499351813285,205.2,79.2,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,51,113
2.9,21.0,23,6,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,79.2,98.3,205.2,31.5,25.0,51.0,79.0,77.0,53.0,9.0,60.13333333333333,126.82857142857142,50.0,56.142857142857146,25.83333333333334,50.47715654960495,29.512709126747417,205.2,2.9,31.47222222222222,13.333333333333334,42.138888888888886,85.54722222222222,20,113
7.1,33.1,43,5,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,7.2,10.7,10.7,36.2,19.2,29.0,8.0,14.0,43.0,2.0,8.333333333333334,8.924999999999999,23.333333333333332,21.0,29.5,2.05020324195757,13.428824718989125,10.7,7.1,29.055555555555557,10.61111111111111,37.583333333333336,69.28888888888889,33,114
60.9,32.3,43,9,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,7.1,7.2,10.7,33.1,36.2,33.0,29.0,8.0,43.0,5.0,25.066666666666666,19.32,28.666666666666668,21.6,33.86666666666667,31.03261724916758,4.509249752822898,60.9,7.1,29.055555555555557,10.61111111111111,37.583333333333336,69.28888888888889,24,114
118.8,27.5,39,21,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,60.9,7.1,7.2,32.3,33.1,24.0,33.0,29.0,43.0,9.0,62.26666666666666,35.9,33.666666666666664,25.333333333333332,30.96666666666667,55.8625396248088,10.016652800877816,118.8,7.1,29.055555555555557,10.61111111111111,37.583333333333336,69.28888888888889,44,114
169.7,27.7,47,16,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,118.8,60.9,7.1,27.5,32.3,44.0,24.0,33.0,39.0,21.0,116.46666666666665,55.01428571428571,44.666666666666664,31.142857142857142,29.166666666666668,54.43751769995885,21.007935008784976,169.7,7.1,29.055555555555557,10.61111111111111,37.583333333333336,69.28888888888889,66,114
124.0,25.0,39,13,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,169.7,118.8,60.9,27.7,27.5,66.0,44.0,24.0,47.0,16.0,137.5,71.2,60.666666666666664,39.42857142857143,26.733333333333334,28.006963419835447,14.742229591663992,169.7,7.1,29.055555555555557,10.61111111111111,37.583333333333336,69.28888888888889,72,114
134.5,30.1,21,14,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,124.0,169.7,118.8,25.0,27.7,72.0,66.0,44.0,39.0,13.0,142.73333333333332,88.88571428571429,58.333333333333336,43.57142857142857,27.599999999999998,23.936652508931456,18.71719352182195,169.7,7.1,29.055555555555557,10.61111111111111,37.583333333333336,69.28888888888889,37,114
62.4,27.0,33,8,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,134.5,124.0,169.7,30.1,25.0,37.0,72.0,66.0,21.0,14.0,106.96666666666665,96.77142857142857,53.666666666666664,46.857142857142854,27.366666666666664,38.951294373015834,17.559422921421238,169.7,7.1,29.055555555555557,10.61111111111111,37.583333333333336,69.28888888888889,52,114
88.8,24.3,31,16,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,62.4,134.5,124.0,27.0,30.1,52.0,37.0,72.0,33.0,8.0,95.23333333333333,108.44285714285714,45.0,48.714285714285715,27.133333333333336,36.47798422793308,7.549834435270761,169.7,60.9,29.055555555555557,10.61111111111111,37.583333333333336,69.28888888888889,46,114
7.8,19.7,24,3,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,88.8,62.4,134.5,24.3,27.0,46.0,52.0,37.0,31.0,16.0,53.0,100.85714285714285,40.666666666666664,48.714285714285715,23.666666666666668,41.310047204039854,14.742229591663992,169.7,7.8,29.055555555555557,10.61111111111111,37.583333333333336,69.28888888888889,24,114
13.2,21.8,26,2,1,1,1,0.49999999999999994,0.8660254037844387,0,0,1,7.8,88.8,62.4,19.7,24.3,24.0,46.0,52.0,24.0,3.0,36.599999999999994,85.77142857142857,29.0,44.857142857142854,21.933333333333337,45.287084251472855,15.13274595042156,169.7,7.8,29.055555555555557,10.61111111111111,37.583333333333336,69.28888888888889,17,114
9.9,19.9,47,8,2,1,32,0.8660254037844386,0.5000000000000001,0,0,1,13.2,7.8,88.8,21.8,19.7,17.0,24.0,46.0,26.0,2.0,10.299999999999999,62.942857142857136,24.666666666666668,40.142857142857146,20.466666666666665,2.722131517763484,8.02080627701065,134.5,7.8,29.055555555555557,10.61111111111111,37.583333333333336,69.28888888888889,33,114
10.4,30.6,41,1,3,1,60,1.0,6.123233995736766e-17,0,1,0,9.9,13.2,7.8,19.9,21.8,33.0,17.0,24.0,47.0,8.0,11.166666666666666,46.714285714285715,26.333333333333332,34.0,24.100000000000005,1.7785762095942514,8.326663997864538,134.5,7.8,29.055555555555557,10.61111111111111,37.583333333333336,69.28888888888889,29,114
12.1,33.2,10,5,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,10.4,9.9,13.2,30.6,19.9,29.0,33.0,17.0,41.0,1.0,10.799999999999999,29.228571428571428,23.666666666666668,30.0,27.900000000000002,1.153256259467654,12.85820101465728,88.8,7.8,29.055555555555557,10.61111111111111,37.583333333333336,69.28888888888889,9,114
80.3,30.7,28,15,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,12.1,10.4,9.9,33.2,30.6,9.0,29.0,33.0,10.0,5.0,34.266666666666666,31.785714285714285,23.333333333333332,27.142857142857142,31.5,39.87509665610021,12.503332889007375,88.8,7.8,29.055555555555557,10.61111111111111,37.583333333333336,69.28888888888889,32,114
108.1,26.5,30,12,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,80.3,12.1,10.4,30.7,33.2,32.0,9.0,29.0,28.0,15.0,66.83333333333333,34.542857142857144,28.666666666666668,27.0,30.133333333333336,49.3964911034512,18.230011885167094,108.1,7.8,29.055555555555557,10.61111111111111,37.583333333333336,69.28888888888889,45,114
182.3,26.6,31,22,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,108.1,80.3,12.1,26.5,30.7,45.0,32.0,9.0,30.0,12.0,123.56666666666668,59.471428571428575,47.666666666666664,33.0,27.933333333333334,52.72962481692177,17.156145643277032,182.3,9.9,29.055555555555557,10.61111111111111,37.583333333333336,69.28888888888889,66,114
129.5,25.9,26,14,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,182.3,108.1,80.3,26.6,26.5,66.0,45.0,32.0,31.0,22.0,139.96666666666667,76.08571428571429,58.0,39.57142857142857,26.333333333333332,38.191272999643935,11.357816691600558,182.3,9.9,29.055555555555557,10.61111111111111,37.583333333333336,69.28888888888889,63,114
0.0,27.6,28,7,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,129.5,182.3,108.1,25.9,26.6,63.0,66.0,45.0,26.0,14.0,103.93333333333335,74.67142857142858,58.666666666666664,41.57142857142857,26.7,93.80065742484608,10.214368964029719,182.3,0.0,29.055555555555557,10.61111111111111,37.583333333333336,69.28888888888889,47,114
82.2,25.8,24,14,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,0.0,129.5,182.3,27.6,25.9,47.0,63.0,66.0,28.0,7.0,70.56666666666668,84.92857142857144,46.666666666666664,41.714285714285715,26.433333333333337,65.52910294924943,16.502525059315424,182.3,0.0,29.055555555555557,10.61111111111111,37.583333333333336,69.28888888888889,30,114
49.5,28.2,33,13,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,82.2,0.0,129.5,25.8,27.6,30.0,47.0,63.0,24.0,14.0,43.90000000000001,90.27142857142859,41.0,47.0,27.2,41.38514226144447,9.539392014169463,182.3,0.0,29.055555555555557,10.61111111111111,37.583333333333336,69.28888888888889,46,114
17.3,16.9,16,8,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,49.5,82.2,0.0,28.2,25.8,46.0,30.0,47.0,33.0,13.0,49.66666666666668,81.27142857142857,34.666666666666664,46.42857142857143,23.633333333333336,32.45032100508916,9.8657657246325,182.3,0.0,29.055555555555557,10.61111111111111,37.583333333333336,69.28888888888889,28,114
4.9,22.7,44,4,1,1,1,0.49999999999999994,0.8660254037844387,0,0,1,17.3,49.5,82.2,16.9,28.2,28.0,46.0,30.0,16.0,8.0,23.90000000000001,66.52857142857142,34.0,44.0,22.599999999999998,23.02086010556505,10.39230484541327,182.3,0.0,29.055555555555557,10.61111111111111,37.583333333333336,69.28888888888889,28,114
9.6,19.2,39,8,2,1,32,0.8660254037844386,0.5000000000000001,0,0,1,4.9,17.3,49.5,22.7,16.9,28.0,28.0,46.0,44.0,4.0,10.60000000000001,41.857142857142854,26.0,37.714285714285715,19.599999999999998,6.260191690355501,3.4641016151377544,129.5,0.0,29.055555555555557,10.61111111111111,37.583333333333336,69.28888888888889,22,114
